file,page,value,value_clean,Actual,Match,engine,confidence,region,needs_review,review_reason,trace
OSMIW8-KEY100-77.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY100-77.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=426 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY101-37.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY101-37.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=413 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY105-36.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY105-36.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=413 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY115-56.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY115-56.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=435 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY120-172.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY120-172.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=436 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY120-179.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY120-179.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=413 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY120-205.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY120-205.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=412 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY120-225.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY120-225.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=426 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY120-234.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY120-234.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=413 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(412,790) | grid_xs=(47.23846435546875, 1166.9011902809143) grid_ys=(22.3008770942688, 821.621467590332) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.7 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY120-245.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY120-245.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=426 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1093,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY133-7.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY133-7.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=426 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1093,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY139-21.pdf,1,'A,A,A,1,gpt_vision,high,tl_issue,no,,"file=OSMIW8-KEY139-21.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(612x792) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table has a single data row: 'A | ORIGINAL ISSUE' below the header. No newer value present; classic Exeeco layout.""}"
OSMIW8-KEY139-53.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY139-53.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=423 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY139-68.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY139-68.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=447 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY140-54r1.pdf,1,'1,1,1,1,native,high,br_title,no,,"file=OSMIW8-KEY140-54r1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=424 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 1 region=br_title score=165.8 |   marker 'Iss.'@(65,806) => 1 region=bl_revtable score=115.1 | consolidated => 1 region=br_title"
OSMIW8-KEY143-9.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY143-9.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=413 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.115193684895836, 1166.7779272397358) grid_ys=(22.341110706329346, 821.6616897583008) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.6 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY144-1.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY144-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=446 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1095,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY145-7.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY145-7.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=436 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY145-8.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY145-8.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=413 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY146-4.pdf,1,'A,A,A,1,gpt_vision,high,tl_issue,no,,"file=OSMIW8-KEY146-4.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(612x792) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table has header 'ISSUE | ALTERATIONS' and a single row: 'A | ORIGINAL ISSUE'. No newer rows present; classic Exeeco layout confirms this is the current revision.""}"
OSMIW8-KEY146-7.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY146-7.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=396 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY150-108.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY150-108.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=426 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1093,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY152-16.pdf,1,'A,A,A,1,gpt_vision,high,tl_issue,no,,"file=OSMIW8-KEY152-16.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(612x792) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table has header 'ISSUE | ALTERATIONS' and a single row: 'A | ORIGINAL ISSUE'. No newer rows below. Classic Exeeco layout confirms region.""}"
OSMIW8-KEY75-46.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY75-46.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=413 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1086,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY80-12.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY80-12.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=413 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY89-29.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY89-29.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=420 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY90-122.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY90-122.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=426 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY90-148.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY90-148.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=426 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-KEY95-61.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-KEY95-61.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=436 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1086,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW8-SQ110-18.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW8-SQ110-18.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=419 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY100-29.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY100-29.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=435 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY103-2.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY103-2.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=436 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY117-2.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY117-2.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=425 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY120-148.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY120-148.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=425 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY120-153.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY120-153.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=425 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1091,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.9 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY125-10.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY125-10.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=425 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1080,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY125-18.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY125-18.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=435 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1093,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY130-11.pdf,1,'A,A,A,1,native,high,bl_revtable,no,,"file=OSMIW9-KEY130-11.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=408 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.173126220703125, 1166.7731356620789) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Iss.'@(1149,777) => no value |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=bl_revtable"
OSMIW9-KEY139-40.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY139-40.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=411 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY149-6.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY149-6.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=412 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY150-104.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY150-104.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=435 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.115193684895836, 1166.7779272397358) grid_ys=(22.341110706329346, 821.6616897583008) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.6 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
OSMIW9-KEY150-145.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=OSMIW9-KEY150-145.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=419 | markers=['Iss.', 'REV', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'REV'@(1092,755) |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(65,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
